Sequence Name, SI, TI
EuroTruckSimulator2_6.yuv,6.71E+01,5.71E+01
EuroTruckSimulator2_7.yuv,6.64E+01,4.36E+01
EuroTruckSimulator2_8.yuv,6.54E+01,4.18E+01
EuroTruckSimulator2_9.yuv,7.59E+01,5.87E+01
FabricHighSpeedHighGran_300frames_1920x1080.yuv,2.96E+01,2.07E+01
FabricHighSpeedLowGran_300frames_1920x1080.yuv,4.65E+01,4.46E+01
FabricHighSpeedMedGran_300frames_1920x1080.yuv,4.27E+01,3.90E+01
FabricLowSpeedHighGran_300frames_1920x1080.yuv,6.65E+01,2.62E+01
FabricLowSpeedLowGran_300frames_1920x1080.yuv,7.45E+01,2.94E+01
FabricLowSpeedMedGran_300frames_1920x1080.yuv,8.02E+01,3.26E+01
FabricMedSpeedHighGran_300frames_1920x1080.yuv,5.33E+01,3.18E+01
FabricMedSpeedLowGran_300frames_1920x1080.yuv,6.04E+01,3.88E+01
FabricMedSpeedMedGran_300frames_1920x1080.yuv,6.40E+01,4.00E+01
FallingLeaves1HighWindSpeedHighGran_300frames_1920x1080.yuv,6.50E+01,3.12E+01
FallingLeaves1HighWindSpeedLowGran_300frames_1920x1080.yuv,6.26E+01,3.41E+01
FallingLeaves1HighWindSpeedMedGran_300frames_1920x1080.yuv,5.58E+01,3.20E+01
FallingLeaves1LowWindSpeedHighGran_300frames_1920x1080.yuv,6.58E+01,2.25E+01
FallingLeaves1LowWindSpeedLowGran_300frames_1920x1080.yuv,6.15E+01,2.68E+01
FallingLeaves1LowWindSpeedMedGran_300frames_1920x1080.yuv,5.84E+01,2.41E+01
FallingLeaves1MedWindSpeedHighGran_300frames_1920x1080.yuv,6.58E+01,2.71E+01
FallingLeaves1MedWindSpeedLowGran_300frames_1920x1080.yuv,6.16E+01,3.07E+01
FallingLeaves1MedWindSpeedMedGran_300frames_1920x1080.yuv,5.75E+01,2.82E+01
FallingLeaves2HighWindSpeedHighGran_300frames_1920x1080.yuv,4.50E+01,2.17E+01
FallingLeaves2HighWindSpeedLowGran_300frames_1920x1080.yuv,3.60E+01,2.02E+01
FallingLeaves2HighWindSpeedMedGran_300frames_1920x1080.yuv,3.84E+01,2.16E+01
FallingLeaves2LowWindSpeedHighGran_300frames_1920x1080.yuv,4.77E+01,1.55E+01
FallingLeaves2LowWindSpeedLowGran_300frames_1920x1080.yuv,3.73E+01,1.49E+01
FallingLeaves2LowWindSpeedMedGran_300frames_1920x1080.yuv,3.97E+01,1.60E+01
FallingLeaves2MedWindSpeedHighGran_300frames_1920x1080.yuv,4.65E+01,1.85E+01
FallingLeaves2MedWindSpeedLowGran_300frames_1920x1080.yuv,3.59E+01,1.79E+01
FallingLeaves2MedWindSpeedMedGran_300frames_1920x1080.yuv,3.94E+01,1.90E+01
Fallout4_0.yuv,9.32E+01,3.72E+01
Fallout4_1.yuv,9.30E+01,7.15E+01
Fallout4_10.yuv,1.26E+02,7.72E+01
Fallout4_11.yuv,8.44E+01,5.46E+01
Fallout4_2.yuv,1.00E+02,5.23E+01
Fallout4_3.yuv,9.05E+01,5.65E+01
Fallout4_4.yuv,8.59E+01,6.93E+01
Fallout4_5.yuv,1.21E+02,7.96E+01
Fallout4_6.yuv,1.25E+02,5.94E+01
Fallout4_7.yuv,1.29E+02,6.84E+01
Fallout4_8.yuv,1.25E+02,7.34E+01
Fallout4_9.yuv,1.17E+02,7.32E+01
Fire_300frames_1920x1080.yuv,2.27E+01,3.14E+01
Flower1LowWindSpeedHighGran_300frames_1920x1080.yuv,5.35E+01,4.60E+00
Flower1LowWindSpeedLowGran_300frames_1920x1080.yuv,4.08E+01,6.64E+00
Flower1LowWindSpeedMedGran_300frames_1920x1080.yuv,4.74E+01,5.38E+00
Flower1MedWindSpeedHighGran_300frames_1920x1080.yuv,5.15E+01,5.39E+00
Flower1MedWindSpeedLowGran_300frames_1920x1080.yuv,3.92E+01,8.42E+00
Flower1MedWindSpeedMedGran_300frames_1920x1080.yuv,4.58E+01,6.67E+00
Flower2LowWindSpeedHighGran_300frames_1920x1080.yuv,7.15E+01,6.14E+00
Flower2LowWindSpeedLowGran_300frames_1920x1080.yuv,5.19E+01,1.23E+01
Flower2LowWindSpeedMedGran_300frames_1920x1080.yuv,6.66E+01,8.07E+00
Flower2MedWindSpeedHighGran_300frames_1920x1080.yuv,7.14E+01,8.05E+00
Flower2MedWindSpeedLowGran_300frames_1920x1080.yuv,5.31E+01,1.84E+01
Flower2MedWindSpeedMedGran_300frames_1920x1080.yuv,6.88E+01,1.11E+01
Flower3LowWindSpeedHighGran_300frames_1920x1080.yuv,7.17E+01,5.21E+00
Flower3LowWindSpeedLowGran_300frames_1920x1080.yuv,5.72E+01,8.76E+00
Flower3LowWindSpeedMedGran_300frames_1920x1080.yuv,7.48E+01,8.50E+00
Flower3MedWindSpeedHighGran_300frames_1920x1080.yuv,7.05E+01,5.97E+00
Flower3MedWindSpeedLowGran_300frames_1920x1080.yuv,5.62E+01,1.09E+01
Flower3MedWindSpeedMedGran_300frames_1920x1080.yuv,7.36E+01,9.86E+00
FlowingRiverHighSpeedHighGran_300frames_1920x1080.yuv,1.00E+01,4.78E+00
FlowingRiverHighSpeedLowGran_300frames_1920x1080.yuv,9.34E+00,7.06E+00
FlowingRiverHighSpeedMedGran_300frames_1920x1080.yuv,1.14E+01,5.97E+00
FlowingRiverLowSpeedHighGran_300frames_1920x1080.yuv,1.06E+01,4.28E+00
FlowingRiverLowSpeedLowGran_300frames_1920x1080.yuv,9.98E+00,5.51E+00
FlowingRiverLowSpeedMedGran_300frames_1920x1080.yuv,1.15E+01,4.55E+00
FlowingRiverMedSpeedHighGran_300frames_1920x1080.yuv,1.03E+01,4.48E+00
FlowingRiverMedSpeedLowGran_300frames_1920x1080.yuv,9.73E+00,6.68E+00
FlowingRiverMedSpeedMedGran_300frames_1920x1080.yuv,1.17E+01,5.28E+00
forest22_3840x2160_0.yuv,7.72E+01,2.70E+01
forest22_3840x2160_1.yuv,7.63E+01,2.58E+01
forest22_3840x2160_2.yuv,7.58E+01,2.58E+01
forest22_3840x2160_3.yuv,7.24E+01,2.60E+01
forestvlogwalk22_3840x2160_0.yuv,7.83E+01,3.34E+01
forestvlogwalk22_3840x2160_1.yuv,7.35E+01,3.31E+01
forestvlogwalk22_3840x2160_2.yuv,7.63E+01,3.47E+01
forestvlogwalk22_3840x2160_3.yuv,7.55E+01,3.02E+01
FountainHighDensityMedWidth_300frames_1920x1080.yuv,3.44E+01,1.10E+01
FountainHighDensityNarrowWidth_300frames_1920x1080.yuv,3.43E+01,9.64E+00
FountainHighDensityWideWidth_300frames_1920x1080.yuv,3.64E+01,1.25E+01
FountainLowDensityMedWidth_300frames_1920x1080.yuv,4.83E+01,1.68E+01
FountainLowDensityNarrowWidth_300frames_1920x1080.yuv,4.70E+01,1.49E+01
FountainLowDensityWideWidth_300frames_1920x1080.yuv,4.60E+01,1.58E+01
FountainMedDensityMedWidth_300frames_1920x1080.yuv,4.44E+01,1.62E+01
FountainMedDensityNarrowWidth_300frames_1920x1080.yuv,4.32E+01,1.36E+01
FountainMedDensityWideWidth_300frames_1920x1080.yuv,4.25E+01,1.57E+01
GrassHighWindSpeedHighGran_300frames_1920x1080.yuv,5.26E+01,9.63E+00
GrassHighWindSpeedLowGran_300frames_1920x1080.yuv,6.97E+01,3.11E+01
GrassHighWindSpeedMedGran_300frames_1920x1080.yuv,6.40E+01,1.86E+01
GrassLowWindSpeedHighGran_300frames_1920x1080.yuv,6.08E+01,7.05E+00
GrassLowWindSpeedLowGran_300frames_1920x1080.yuv,7.50E+01,1.68E+01
GrassLowWindSpeedMedGran_300frames_1920x1080.yuv,7.34E+01,1.01E+01
GrassMedWindSpeedHighGran_300frames_1920x1080.yuv,5.83E+01,8.17E+00
GrassMedWindSpeedLowGran_300frames_1920x1080.yuv,7.22E+01,2.57E+01
GrassMedWindSpeedMedGran_300frames_1920x1080.yuv,6.90E+01,1.50E+01
GTAV_0.yuv,6.87E+01,3.25E+01
GTAV_1.yuv,7.21E+01,3.34E+01
GTAV_10.yuv,4.24E+01,3.75E+01
GTAV_11.yuv,4.62E+01,6.06E+01
GTAV_2.yuv,6.66E+01,7.36E+01
GTAV_3.yuv,4.57E+01,6.21E+01
GTAV_4.yuv,4.28E+01,3.15E+01
GTAV_5.yuv,3.86E+01,5.76E+01
GTAV_6.yuv,3.79E+01,9.34E+00
GTAV_7.yuv,4.19E+01,7.21E+01
GTAV_8.yuv,4.09E+01,1.12E+01
GTAV_9.yuv,3.93E+01,1.74E+01
Hearthstone_0.yuv,8.43E+01,3.11E+01
Hearthstone_1.yuv,8.43E+01,3.13E+01
Hearthstone_10.yuv,8.23E+01,5.00E+01
Hearthstone_11.yuv,7.48E+01,2.43E+01
Hearthstone_2.yuv,7.77E+01,7.18E+00
Hearthstone_3.yuv,7.66E+01,1.51E+00
Hearthstone_4.yuv,7.65E+01,1.60E+00
Hearthstone_5.yuv,8.88E+01,4.22E+01
Hearthstone_6.yuv,8.83E+01,1.69E+01
Hearthstone_7.yuv,8.25E+01,3.00E+01
Hearthstone_8.yuv,8.16E+01,4.16E+01
Hearthstone_9.yuv,8.29E+01,4.21E+01
HexagonTileHighSpeedHighGran_300frames_1920x1080.yuv,7.62E+01,4.96E+01
HexagonTileHighSpeedLowGran_300frames_1920x1080.yuv,5.06E+01,4.27E+01
HexagonTileHighSpeedMedGran_300frames_1920x1080.yuv,5.93E+01,4.12E+01
HexagonTileLowSpeedHighGran_300frames_1920x1080.yuv,1.21E+02,3.80E+01
HexagonTileLowSpeedLowGran_300frames_1920x1080.yuv,6.48E+01,2.48E+01
HexagonTileLowSpeedMedGran_300frames_1920x1080.yuv,9.15E+01,3.43E+01
HexagonTileMedSpeedHighGran_300frames_1920x1080.yuv,1.09E+02,4.90E+01
HexagonTileMedSpeedLowGran_300frames_1920x1080.yuv,5.10E+01,3.12E+01
HexagonTileMedSpeedMedGran_300frames_1920x1080.yuv,7.85E+01,4.07E+01
horses122_3840x2160_0.yuv,8.60E+01,3.05E+01
horses122_3840x2160_1.yuv,7.90E+01,1.97E+01
horses122_3840x2160_2.yuv,7.91E+01,2.21E+01
horses122_3840x2160_3.yuv,8.22E+01,2.05E+01
horses222_3840x2160_0.yuv,8.01E+01,3.14E+01
horses222_3840x2160_1.yuv,7.63E+01,2.26E+01
horses222_3840x2160_2.yuv,7.76E+01,2.14E+01
horses222_3840x2160_3.yuv,7.76E+01,2.41E+01
life_1080p30_0.yuv,9.33E+01,9.96E+01
life_1080p30_1.yuv,5.44E+01,3.96E+01
life_1080p30_2.yuv,8.40E+01,1.19E+02
life_1080p30_3.yuv,7.85E+01,1.25E+02
life_1080p30_4.yuv,7.21E+01,7.12E+01
MeridianRoad_3840x2160_5994_hdr10.yuv,1.93E+01,7.02E+00
MINECRAFT_0.yuv,9.49E+01,4.81E+01
MINECRAFT_1.yuv,9.13E+01,4.98E+01
MINECRAFT_10.yuv,3.96E+01,4.01E+00
MINECRAFT_11.yuv,5.35E+01,1.08E+01
MINECRAFT_2.yuv,8.67E+01,3.99E+01
MINECRAFT_3.yuv,8.56E+01,4.82E+01
MINECRAFT_4.yuv,7.57E+01,3.01E+01
MINECRAFT_5.yuv,1.03E+02,6.74E+01
MINECRAFT_6.yuv,9.05E+01,2.44E+01
MINECRAFT_7.yuv,7.36E+01,2.13E+01
MINECRAFT_8.yuv,6.06E+01,2.56E+01
MINECRAFT_9.yuv,4.31E+01,1.02E+01
NocturneDance_3840x2160_60fps_hdr10.yuv,2.87E+01,9.19E+00
NocturneRoom_3840x2160_60fps_hdr10.yuv,1.94E+01,6.04E+00
OceanWaveHighWindSpeedShortFetchLength_300frames_1920x1080.yuv,2.06E+01,1.32E+01
OceanWaveLowWindSpeedShortFetchLength_300frames_1920x1080.yuv,3.75E+01,1.57E+01
OceanWaveMedWindSpeedShortFetchLength_300frames_1920x1080.yuv,3.17E+01,1.47E+01
old_town_cross_1080p50_0.yuv,6.26E+01,1.56E+01
old_town_cross_1080p50_1.yuv,6.51E+01,2.03E+01
PanelHighSpeedHighGran_300frames_1920x1080.yuv,9.21E+01,2.72E+01
PanelHighSpeedLowGran_300frames_1920x1080.yuv,6.94E+01,4.81E+01
PanelHighSpeedMedGran_300frames_1920x1080.yuv,9.08E+01,3.31E+01
PanelLowSpeedHighGran_300frames_1920x1080.yuv,1.20E+02,2.68E+01
PanelLowSpeedLowGran_300frames_1920x1080.yuv,8.35E+01,2.62E+01
PanelLowSpeedMedGran_300frames_1920x1080.yuv,1.18E+02,3.45E+01
PanelMedSpeedHighGran_300frames_1920x1080.yuv,1.06E+02,2.62E+01
PanelMedSpeedLowGran_300frames_1920x1080.yuv,7.77E+01,3.84E+01
PanelMedSpeedMedGran_300frames_1920x1080.yuv,1.07E+02,4.22E+01
park_joy_1080p50_0.yuv,1.25E+02,4.34E+01
park_joy_1080p50_1.yuv,1.33E+02,4.29E+01
pathwalk22_3840x2160_0.yuv,7.46E+01,2.82E+01
pathwalk22_3840x2160_1.yuv,7.59E+01,2.82E+01
pathwalk22_3840x2160_2.yuv,7.72E+01,2.81E+01
pathwalk22_3840x2160_3.yuv,7.89E+01,2.81E+01
pathwalk22_3840x2160_4.yuv,7.96E+01,2.91E+01
pedestrian_area_1080p25_0.yuv,4.32E+01,2.46E+01
pedestrian_area_1080p25_1.yuv,4.13E+01,2.15E+01
pedestrian_area_1080p25_2.yuv,4.09E+01,2.15E+01
PondWaterHighWaveSpeedHighGran_300frames_1920x1080.yuv,2.80E+01,4.44E+00
PondWaterHighWaveSpeedLowGran_300frames_1920x1080.yuv,7.71E+00,1.70E+01
PondWaterHighWaveSpeedMedGran_300frames_1920x1080.yuv,2.79E+01,1.07E+01
PondWaterLowWaveSpeedHighGran_300frames_1920x1080.yuv,3.00E+01,2.71E+00
PondWaterLowWaveSpeedLowGran_300frames_1920x1080.yuv,7.34E+00,6.69E+00
PondWaterLowWaveSpeedMedGran_300frames_1920x1080.yuv,2.80E+01,4.65E+00
PondWaterMedWaveSpeedHighGran_300frames_1920x1080.yuv,2.90E+01,3.40E+00
PondWaterMedWaveSpeedLowGran_300frames_1920x1080.yuv,7.11E+00,8.94E+00
PondWaterMedWaveSpeedMedGran_300frames_1920x1080.yuv,2.72E+01,6.70E+00
red_kayak_1080p_0.yuv,8.87E+01,4.18E+01
red_kayak_1080p_1.yuv,6.42E+01,4.17E+01
red_kayak_1080p_2.yuv,4.92E+01,5.81E+01
rg_1.yuv,7.90E+01,1.31E+01
rg_2.yuv,1.24E+02,2.79E+01
rg_3.yuv,1.08E+02,4.42E+01
rg_4.yuv,4.91E+01,2.59E+01
riverbed_1080p25_0.yuv,4.60E+01,3.46E+01
riverbed_1080p25_1.yuv,4.52E+01,3.40E+01
rowing22_3840x2160_0.yuv,4.00E+01,1.23E+01
rowing22_3840x2160_2.yuv,3.61E+01,1.23E+01
rush_field_cuts_1080p_0.yuv,8.19E+01,1.24E+01
rush_field_cuts_1080p_1.yuv,8.20E+01,4.37E+01
rush_field_cuts_1080p_2.yuv,8.45E+01,6.78E+01
rush_hour_1080p25_0.yuv,2.77E+01,1.70E+01
rush_hour_1080p25_1.yuv,2.97E+01,1.19E+01
rush_hour_1080p25_2.yuv,3.09E+01,1.66E+01
rush_hour_1080p25_3.yuv,3.11E+01,2.20E+01
RUST_0.yuv,4.91E+01,2.15E+01
RUST_1.yuv,6.05E+01,2.77E+01
RUST_10.yuv,4.92E+01,3.71E+01
RUST_11.yuv,5.53E+01,2.45E+01
RUST_2.yuv,7.79E+01,2.62E+01
RUST_3.yuv,6.10E+01,2.46E+01
RUST_4.yuv,6.28E+01,2.39E+01
RUST_5.yuv,5.67E+01,2.73E+01
RUST_6.yuv,6.20E+01,4.31E+01
RUST_7.yuv,5.43E+01,1.95E+01
RUST_8.yuv,6.10E+01,2.62E+01
RUST_9.yuv,5.30E+01,2.55E+01
sf_1.yuv,9.18E+01,1.58E+01
sf_2.yuv,4.65E+01,1.29E+01
sf_4.yuv,1.17E+02,2.66E+01
sf_5.yuv,5.47E+01,1.52E+01
SmokeHighSpeedHighDensity_300frames_1920x1080.yuv,2.77E+00,3.45E+00
SmokeHighSpeedLowDensity_300frames_1920x1080.yuv,2.27E+00,2.64E+00
SmokeHighSpeedMedDensity_300frames_1920x1080.yuv,2.57E+00,4.04E+00
SmokeLowSpeedHighDensity_300frames_1920x1080.yuv,2.26E+00,2.11E+00
SmokeLowSpeedLowDensity_300frames_1920x1080.yuv,2.39E+00,2.32E+00
SmokeLowSpeedMedDensity_300frames_1920x1080.yuv,2.42E+00,2.61E+00
SmokeMedSpeedHighDensity_300frames_1920x1080.yuv,2.50E+00,2.56E+00
SmokeMedSpeedLowDensity_300frames_1920x1080.yuv,2.40E+00,2.93E+00
SmokeMedSpeedMedDensity_300frames_1920x1080.yuv,2.54E+00,3.00E+00
snow_mnt_1080p_0.yuv,1.14E+02,8.59E+00
snow_mnt_1080p_1.yuv,1.14E+02,1.94E+01
snow_mnt_1080p_2.yuv,1.01E+02,1.94E+01
speed_bag_1080p_0.yuv,3.25E+01,5.10E+01
speed_bag_1080p_1.yuv,5.76E+01,4.83E+01
speed_bag_1080p_2.yuv,4.59E+01,4.91E+01
STARCRAFT_0.yuv,9.43E+01,3.68E+01
STARCRAFT_1.yuv,8.77E+01,4.89E+00
STARCRAFT_10.yuv,9.49E+01,2.61E+01
STARCRAFT_11.yuv,8.98E+01,2.79E+01
STARCRAFT_2.yuv,8.71E+01,2.50E+01
STARCRAFT_3.yuv,8.99E+01,3.03E+01
STARCRAFT_4.yuv,8.83E+01,2.71E+01
STARCRAFT_5.yuv,9.07E+01,2.40E+01
STARCRAFT_6.yuv,9.44E+01,2.42E+01
STARCRAFT_7.yuv,8.99E+01,2.07E+01
STARCRAFT_8.yuv,8.98E+01,1.97E+01
STARCRAFT_9.yuv,9.04E+01,2.09E+01
station2_1080p25_0.yuv,3.84E+01,1.45E+01
station2_1080p25_1.yuv,4.04E+01,9.98E+00
SteamHighSpeed_300frames_1920x1080.yuv,3.72E+00,4.76E+00
SteamLowSpeed_300frames_1920x1080.yuv,2.52E+00,1.52E+00
SteamMedSpeed_300frames_1920x1080.yuv,2.49E+00,1.74E+00
stilllake22_3840x2160_0.yuv,7.03E+01,9.78E+00
stilllake22_3840x2160_1.yuv,6.95E+01,8.70E+00
stilllake22_3840x2160_2.yuv,6.91E+01,8.86E+00
stilllake22_3840x2160_3.yuv,6.87E+01,9.12E+00
stilllake22_3840x2160_4.yuv,6.82E+01,9.44E+00
sunflower_1080p25_0.yuv,3.61E+01,2.93E+01
sunflower_1080p25_1.yuv,4.55E+01,3.05E+01
sunflower_1080p25_2.yuv,4.59E+01,2.92E+01
sunflower_1080p25_3.yuv,4.48E+01,2.43E+01
svt_forest_lake_3840x2160_50_10bit_420.yuv,1.01E+02,1.51E+01
svt_midnight_sun_3840x2160_50_10bit_420.yuv,8.82E+01,1.82E+01
svt_smithy_3840x2160_50_10bit_420.yuv,8.99E+01,3.87E+00
svt_smoke_sauna_3840x2160_50_10bit_420.yuv,2.72E+01,7.73E+00
svt_water_flyover_3840x2160_50_10bit_420.yuv,1.02E+02,2.42E+01
svt_waterfall_3840x2160_50_10bit_420.yuv,8.25E+01,2.35E+01
touchdown_pass_1080p_0.yuv,5.24E+01,1.68E+01
touchdown_pass_1080p_1.yuv,4.57E+01,2.43E+01
touchdown_pass_1080p_2.yuv,5.80E+01,3.16E+01
tractor_1080p25_0.yuv,5.43E+01,2.61E+01
tractor_1080p25_1.yuv,5.45E+01,2.78E+01
tractor_1080p25_2.yuv,3.60E+01,2.80E+01
tractor_1080p25_3.yuv,4.47E+01,2.81E+01
tractor_1080p25_4.yuv,4.10E+01,2.28E+01
Tree1HighWindSpeedHighGran_300frames_1920x1080.yuv,6.63E+01,1.19E+01
Tree1HighWindSpeedLowGran_300frames_1920x1080.yuv,5.37E+01,2.40E+01
Tree1HighWindSpeedMedGran_300frames_1920x1080.yuv,6.68E+01,1.64E+01
Tree1LowWindSpeedHighGran_300frames_1920x1080.yuv,7.04E+01,6.38E+00
Tree1LowWindSpeedLowGran_300frames_1920x1080.yuv,5.72E+01,8.40E+00
Tree1LowWindSpeedMedGran_300frames_1920x1080.yuv,6.98E+01,7.26E+00
Tree1MedWindSpeedHighGran_300frames_1920x1080.yuv,6.89E+01,8.41E+00
Tree1MedWindSpeedLowGran_300frames_1920x1080.yuv,5.48E+01,2.01E+01
Tree1MedWindSpeedMedGran_300frames_1920x1080.yuv,6.80E+01,1.32E+01
Tree2HighWindSpeedHighGran_300frames_1920x1080.yuv,6.82E+01,1.26E+01
Tree2HighWindSpeedLowGran_300frames_1920x1080.yuv,7.08E+01,3.20E+01
Tree2HighWindSpeedMedGran_300frames_1920x1080.yuv,5.64E+01,1.66E+01
Tree2LowWindSpeedHighGran_300frames_1920x1080.yuv,7.24E+01,7.07E+00
Tree2LowWindSpeedLowGran_300frames_1920x1080.yuv,7.46E+01,1.37E+01
Tree2LowWindSpeedMedGran_300frames_1920x1080.yuv,6.03E+01,6.88E+00
Tree2MedWindSpeedHighGran_300frames_1920x1080.yuv,6.99E+01,9.86E+00
Tree2MedWindSpeedLowGran_300frames_1920x1080.yuv,7.22E+01,2.58E+01
Tree2MedWindSpeedMedGran_300frames_1920x1080.yuv,5.72E+01,1.27E+01
Tree3HighWindSpeedHighGran_300frames_1920x1080.yuv,6.94E+01,1.20E+01
Tree3HighWindSpeedLowGran_300frames_1920x1080.yuv,6.27E+01,3.37E+01
Tree3HighWindSpeedMedGran_300frames_1920x1080.yuv,5.44E+01,1.87E+01
Tree3LowWindSpeedHighGran_300frames_1920x1080.yuv,7.27E+01,6.88E+00
Tree3LowWindSpeedLowGran_300frames_1920x1080.yuv,6.35E+01,1.44E+01
Tree3LowWindSpeedMedGran_300frames_1920x1080.yuv,5.70E+01,7.96E+00
Tree3MedWindSpeedHighGran_300frames_1920x1080.yuv,7.07E+01,9.83E+00
Tree3MedWindSpeedLowGran_300frames_1920x1080.yuv,6.27E+01,2.89E+01
Tree3MedWindSpeedMedGran_300frames_1920x1080.yuv,5.54E+01,1.48E+01
WaterFallHighSpeedHighDensity_300frames_1920x1080.yuv,1.10E+01,1.45E+01
WaterFallHighSpeedLowDensity_300frames_1920x1080.yuv,1.17E+01,1.50E+01
WaterFallHighSpeedMedDensity_300frames_1920x1080.yuv,1.26E+01,1.50E+01
WaterFallLowSpeedHighDensity_300frames_1920x1080.yuv,6.01E+00,6.62E+00
WaterFallLowSpeedLowDensity_300frames_1920x1080.yuv,6.53E+00,7.58E+00
WaterFallLowSpeedMedDensity_300frames_1920x1080.yuv,6.54E+00,7.21E+00
WaterFallMedSpeedHighDensity_300frames_1920x1080.yuv,7.05E+00,8.86E+00
WaterFallMedSpeedLowDensity_300frames_1920x1080.yuv,7.78E+00,9.29E+00
WaterFallMedSpeedMedDensity_300frames_1920x1080.yuv,7.40E+00,9.07E+00
wipe_3840x2160_5994_10bit_420_1747-1877.yuv,4.08E+01,7.74E+00
wipe_3840x2160_5994_10bit_420_2530-2660.yuv,9.36E+00,2.17E+00
wipe_3840x2160_5994_10bit_420_3857-3987.yuv,1.85E+01,4.94E+00
wipe_3840x2160_5994_10bit_420_4653-4783.yuv,1.17E+01,1.96E+00
wipe_3840x2160_5994_10bit_420_6309-6439.yuv,1.22E+01,2.89E+00
wipe_3840x2160_5994_10bit_420_7250-7380.yuv,2.56E+01,1.30E+01
wipe_3840x2160_5994_10bit_420_8750-8880.yuv,3.47E+01,1.14E+01
wipe_3840x2160_5994_10bit_420_881-1011.yuv,4.78E+01,1.41E+01
WITCHER3_0.yuv,7.44E+01,1.30E+01
WITCHER3_1.yuv,7.55E+01,1.49E+01
WITCHER3_10.yuv,4.66E+01,2.08E+01
WITCHER3_11.yuv,3.38E+01,1.98E+01
WITCHER3_2.yuv,5.95E+01,1.55E+01
WITCHER3_3.yuv,6.10E+01,1.47E+01
WITCHER3_4.yuv,6.25E+01,1.55E+01
WITCHER3_5.yuv,5.80E+01,1.52E+01
WITCHER3_6.yuv,5.56E+01,1.76E+01
WITCHER3_7.yuv,5.51E+01,1.60E+01
WITCHER3_8.yuv,3.70E+01,1.34E+01
WITCHER3_9.yuv,4.20E+01,2.37E+01
